# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CYFIP2	CYFIP2	NM_014376.4	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
CYP24A1	CYP24A1	NM_000782.5	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CYP24A1	CYP24A1	NM_001128915.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CYP27C1	CYP27C1	NM_001001665.3	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CYP27C1	CYP27C1	NM_001367501.1	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CYP27C1	CYP27C1	NM_001367502.1	protein_coding	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CYP2A13	CYP2A13	NM_000766.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CYP3A7-CYP3A51P	CYP3A7-CYP3A51P	NM_001256497.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CYP4F3	CYP4F3	NM_000896.3	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CYP4F3	CYP4F3	NM_001199208.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CYP4F3	CYP4F3	NM_001199209.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CYP4F3	CYP4F3	NM_001369696.1	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
CYP7A1	CYP7A1	NM_000780.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP7B1	CYP7B1	NM_001324112.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CYP7B1	CYP7B1	NM_004820.5	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYSRT1	CYSRT1	NM_199001.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001292018.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001292019.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365037.2	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365038.2	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365039.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365040.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_001365041.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_004762.3	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH1	CYTH1	NM_017456.4	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
CYTH4	CYTH4	NM_001318024.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CYTH4	CYTH4	NM_013385.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DAAM1	DAAM1	NM_001270520.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DAAM1	DAAM1	NM_014992.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DAGLA	DAGLA	NM_006133.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
DAP3	DAP3	NM_001199849.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DAP3	DAP3	NM_001199850.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DAP3	DAP3	NM_001199851.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DAP3	DAP3	NM_004632.4	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DAP3	DAP3	NM_033657.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DAW1	DAW1	NM_001330004.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DAW1	DAW1	NM_178821.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DAW1	DAW1	NR_138459.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DAXX	DAXX.2	NM_001141969.2	protein_coding	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
DAXX	DAXX.2	NM_001141970.2.3	protein_coding	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
DAXX	DAXX.2	NM_001254717.1.2	protein_coding	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
DAXX	DAXX.2	NM_001350.5.4	protein_coding	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
DBF4	DBF4	NM_001318060.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DBF4	DBF4	NM_001318061.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DBF4	DBF4	NM_001318062.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DBF4	DBF4	NM_006716.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001079862.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001079863.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001178017.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001178041.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001178042.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001178043.3	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001282633.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001282634.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001282635.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001282636.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_001352432.2	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DBI	DBI	NM_020548.8	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
DCAF11	DCAF11	NM_001163484.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DCAF11	DCAF11	NM_025230.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DCAF11	DCAF11	NM_181357.2.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DCAF11	DCAF11	NR_028099.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DCAF11	DCAF11	NR_028100.1.2		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DCAF4L2	DCAF4L2	NM_152418.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DCAF7	DCAF7	NM_005828.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DCAF7	DCAF7	NR_073585.2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DCDC1	DCDC1	NM_001367979.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DCDC1	DCDC1	NM_181807.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DCK	DCK	NM_000788.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
DCTN1	DCTN1	NM_001135040.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
DCTN1	DCTN1	NM_001135041.2	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
DCTN1	DCTN1	NM_001190836.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
DCTN1	DCTN1	NM_001190837.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
DCTN1	DCTN1	NM_004082.4	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
DCTN1	DCTN1	NM_023019.3	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
DCTN1	DCTN1	NR_033935.1		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
DCTN2	DCTN2	NM_001261412.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
DCTN2	DCTN2	NM_001261413.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
DCTN2	DCTN2	NM_001348065.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
DCTN2	DCTN2	NM_001348066.1	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
DCTN2	DCTN2	NM_001348067.1	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0
DCTN2	DCTN2	NM_001348068.1	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0
DCTN2	DCTN2	NM_006400.4	protein_coding	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0
DCTN2	DCTN2	NR_145419.1		0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0
DCTN3	DCTN3	NM_001281425.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DCTN3	DCTN3	NM_001281426.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DCTN3	DCTN3	NM_001281427.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DCTN3	DCTN3	NM_007234.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DCTN3	DCTN3	NM_024348.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB1	DDB1	NM_001923.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DDHD1	DDHD1	NM_001160147.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDHD1	DDHD1	NM_001160148.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDHD1	DDHD1	NM_030637.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_001202521.1.5	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_001202522.1.2	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_001202523.1.4	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_001297652.1.4	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_001297653.1.3	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_001297654.1.6	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_001954.4.5	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_013993.2.5	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR1	DDR1.4	NM_013994.2.5	protein_coding	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
DDR2	DDR2	NM_001014796.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDR2	DDR2	NM_001354982.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDR2	DDR2	NM_001354983.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDR2	DDR2	NM_006182.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDX10	DDX10	NM_004398.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
DDX11	DDX11	NM_001257144.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDX11	DDX11	NM_001257145.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDX11	DDX11	NM_004399.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDX11	DDX11	NM_030653.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDX11	DDX11	NM_152438.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DDX17	DDX17	NM_001098504.2	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DDX17	DDX17	NM_006386.5	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
DDX60	DDX60	NM_017631.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DDX60L	DDX60L	NM_001012967.2	protein_coding	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
DDX60L	DDX60L	NM_001291510.2	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DDX60L	DDX60L	NM_001345927.2	protein_coding	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
DEAF1	DEAF1	NM_001293634.1.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEAF1	DEAF1	NM_001367390.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
DEAF1	DEAF1	NM_021008.3.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
DEF6	DEF6	NM_022047.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEFB108B	DEFB108B	NM_001002035.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
DENND2A	DENND2A	NM_001318052.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DENND2A	DENND2A	NM_001318053.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DENND2A	DENND2A	NM_001362678.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DENND2A	DENND2A	NM_015689.5	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DENND2A	DENND2A	NR_134477.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
DENND5B	DENND5B	NM_001308339.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DENND5B	DENND5B	NM_144973.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DEPDC1	DEPDC1	NM_001114120.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DEPDC1	DEPDC1	NM_017779.6	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001345.5	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351033.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351034.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351035.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351036.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351037.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351038.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351039.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_001351040.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_201444.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_201445.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NM_201554.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NR_147026.1		0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	DGKA	NR_147027.1		0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350705.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350706.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350707.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350708.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350709.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350711.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350712.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350714.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350715.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350716.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350717.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350718.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350719.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350720.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350721.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350722.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350723.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_001350724.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKB	DGKB	NM_145695.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
DGKE	DGKE	NM_003647.3	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DGKG	DGKG	NM_001080744.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
DGKG	DGKG	NM_001080745.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
DGKG	DGKG	NM_001346.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
DHH	DHH	NM_021044.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DHX33	DHX33	NM_001199699.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DHX33	DHX33	NM_020162.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DHX37	DHX37	NM_032656.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DHX8	DHX8	NM_001302623.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DHX8	DHX8	NM_001322216.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DHX8	DHX8	NM_001322217.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DHX8	DHX8	NM_001322218.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DHX8	DHX8	NM_001322219.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DHX8	DHX8	NM_001322220.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
